WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY
28-Jan-09,387,7110410455,8,8,8,20,2.5,2.5,0,0,0
28-Jan-09,387,7110410470,12,11,11,30,2.5,2.5,0,0,0
28-Jan-09,387,7110410471,4,4,4,10,2.5,2.79,0,0,1
28-Jan-09,387,7192100336,6,6,6,37.44,6.24,6.24,0,0,0
28-Jan-09,387,7192100337,9,9,8,56.61,6.29,6.29,0,0,0
28-Jan-09,387,7192100339,21,21,21,132.09,6.29,6.29,0,0,0
28-Jan-09,387,7218063052,4,4,4,25.84,6.46,6.46,0,0,0
28-Jan-09,387,7218063979,2,2,2,12.92,6.46,6.46,0,0,0
28-Jan-09,387,7797502248,9,8,7,22.41,2.49,2.49,0,0,0
28-Jan-09,387,7797508004,42,39,39,105,2.5,2.89,0,0,1
28-Jan-09,387,7797508006,18,16,15,45,2.5,2.89,0,0,1
28-Jan-09,387,31254742725,12,11,11,47.88,3.99,3.99,0,0,0
28-Jan-09,387,31254742735,5,5,5,24.95,4.99,4.99,0,0,0
28-Jan-09,387,31254742835,6,6,6,29.94,4.99,4.99,0,0,0
28-Jan-09,389,1111009477,66,54,53,91.08,1.38,1.38,0,0,0
28-Jan-09,389,1111009497,63,55,54,86.31,1.37,1.37,0,0,0
28-Jan-09,389,1111009507,21,21,21,29.19,1.39,1.39,0,0,0
28-Jan-09,389,1111035398,2,2,2,7,3.5,4.49,0,0,1
28-Jan-09,389,1111038078,24,10,10,24,1,2.59,0,0,1
28-Jan-09,389,1111038080,17,13,13,16.66,0.98,2.59,0,1,0
28-Jan-09,389,1111085319,51,45,43,96.39,1.89,1.89,0,0,0
28-Jan-09,389,1111085345,59,55,53,110.33,1.87,1.87,0,0,0
28-Jan-09,389,1111085350,118,100,97,233.64,1.98,1.98,0,0,0
28-Jan-09,389,1111087395,17,13,13,56.78,3.34,3.32,1,0,0
28-Jan-09,389,1111087396,26,19,19,85.8,3.3,3.9,1,1,0
28-Jan-09,389,1111087398,35,26,26,116.9,3.34,3.93,1,1,0
28-Jan-09,389,1600027527,61,58,58,194.59,3.19,3.19,0,0,0
28-Jan-09,389,1600027528,42,37,30,192.78,4.59,4.59,0,0,0
28-Jan-09,389,1600027564,45,45,44,143.55,3.19,3.19,0,0,0
28-Jan-09,389,2840002333,20,18,18,50,2.5,2.89,0,0,1
28-Jan-09,389,2840004768,18,17,17,45,2.5,2.89,0,0,1
28-Jan-09,389,2840004770,8,8,8,20,2.5,2.89,0,0,1
28-Jan-09,389,3000006340,18,17,16,52.56,2.92,2.92,0,0,0
28-Jan-09,389,3000006560,44,39,39,113.96,2.59,2.59,0,0,0
28-Jan-09,389,3000006610,22,22,21,56.98,2.59,2.59,0,0,0
28-Jan-09,389,3700019521,9,7,7,22.5,2.5,3.49,0,0,1
28-Jan-09,389,3700031613,8,6,6,37.52,4.69,4.69,0,1,0
28-Jan-09,389,3700044982,3,2,2,15,5,5,0,0,0
28-Jan-09,389,3800031829,46,39,30,160.54,3.49,3.49,0,0,0
28-Jan-09,389,3800031838,50,47,46,149.5,2.99,2.99,0,0,0
28-Jan-09,389,3800039118,12,12,12,40.56,3.38,3.38,0,0,0
28-Jan-09,389,4116709448,2,2,2,7.98,3.99,4.59,0,0,1
28-Jan-09,389,4116709565,3,3,3,10.47,3.49,4.99,0,0,1
28-Jan-09,389,7027312504,33,21,21,52.8,1.6,2.25,0,0,1
28-Jan-09,389,7027316204,62,38,38,111.6,1.8,1.8,0,0,0
28-Jan-09,389,7027316404,68,43,41,125.12,1.84,1.84,0,0,0
28-Jan-09,389,7110410455,2,2,2,5,2.5,2.79,0,0,1
28-Jan-09,389,7110410470,1,1,1,2.5,2.5,2.79,0,0,1
28-Jan-09,389,7110410471,4,4,4,10,2.5,2.5,0,0,0
28-Jan-09,389,7192100336,6,6,6,37.74,6.29,6.29,0,0,0
28-Jan-09,389,7192100337,10,9,9,62.9,6.29,6.29,0,0,0
28-Jan-09,389,7192100339,26,25,25,163.54,6.29,6.29,0,0,0
28-Jan-09,389,7218063052,4,4,4,25.84,6.46,6.46,0,0,0
28-Jan-09,389,7218063979,2,2,2,12.92,6.46,6.46,0,0,0
28-Jan-09,389,7218063983,1,1,1,6.46,6.46,6.46,0,0,0
28-Jan-09,389,7797502248,16,11,10,39.84,2.49,2.49,0,0,0
28-Jan-09,389,7797508004,32,32,32,80,2.5,2.89,0,1,0
28-Jan-09,389,7797508006,27,27,27,67.5,2.5,2.89,0,1,0
28-Jan-09,389,31254742725,9,8,8,35.91,3.99,3.99,0,0,0
28-Jan-09,389,31254742735,4,4,4,19.96,4.99,4.99,0,0,0
28-Jan-09,389,31254742835,9,9,9,44.91,4.99,4.99,0,0,0
28-Jan-09,613,1111009477,66,63,61,64.68,0.98,1.23,0,1,0
28-Jan-09,613,1111009497,116,101,101,116,1,1.24,0,1,0
28-Jan-09,613,1111009507,37,34,32,36.26,0.98,1.2,0,1,0
28-Jan-09,613,1111035398,1,1,1,4.69,4.69,4.69,0,0,0
28-Jan-09,613,1111038078,5,4,4,5,1,2.54,0,0,1
28-Jan-09,613,1111038080,9,9,9,8.82,0.98,2.46,0,0,1
28-Jan-09,613,1111085319,16,15,15,29.12,1.82,1.82,0,0,0
28-Jan-09,613,1111085345,24,22,22,44.4,1.85,1.85,0,0,0
28-Jan-09,613,1111085350,37,29,29,72.52,1.96,2.31,0,0,1
28-Jan-09,613,1111087395,16,12,12,51.68,3.23,3.23,0,0,0
28-Jan-09,613,1111087396,9,7,7,29.7,3.3,3.3,0,0,0
28-Jan-09,613,1111087398,16,13,13,52.64,3.29,3.29,0,0,0
28-Jan-09,613,1600027527,47,45,45,149.93,3.19,3.19,0,0,0
28-Jan-09,613,1600027528,25,25,25,109.75,4.39,4.39,0,0,0
28-Jan-09,613,1600027564,26,23,23,82.94,3.19,3.19,0,0,0
28-Jan-09,613,2840002333,9,8,8,22.41,2.49,2.49,0,0,0
28-Jan-09,613,2840004768,20,20,20,49.8,2.49,2.49,0,0,0
28-Jan-09,613,2840004770,23,21,20,57.27,2.49,2.49,0,0,0
28-Jan-09,613,3000006340,14,12,12,40.88,2.92,2.92,0,0,0
28-Jan-09,613,3000006560,45,43,43,116.55,2.59,2.59,0,0,0
28-Jan-09,613,3000006610,17,17,17,44.03,2.59,2.59,0,0,0
28-Jan-09,613,3700019521,6,6,6,15,2.5,3,0,1,0
28-Jan-09,613,3700031613,5,5,5,19.95,3.99,3.99,0,0,0
28-Jan-09,613,3700044982,8,8,8,36,4.5,4.5,0,1,0
28-Jan-09,613,3800031829,12,10,10,40.56,3.38,3.38,0,0,0
28-Jan-09,613,3800031838,35,34,34,104.65,2.99,2.99,0,0,0
28-Jan-09,613,3800039118,14,14,14,41.86,2.99,2.99,0,0,0
28-Jan-09,613,4116709428,1,1,1,4.99,4.99,4.99,0,0,0
28-Jan-09,613,4116709448,2,2,2,9.98,4.99,4.99,0,0,0
28-Jan-09,613,4116709565,3,3,3,14.97,4.99,4.99,0,0,0
28-Jan-09,613,7192100336,10,10,10,62.9,6.29,6.29,0,0,0
28-Jan-09,613,7192100337,10,10,10,62.9,6.29,6.29,0,0,0
28-Jan-09,613,7192100339,11,11,11,69.19,6.29,6.29,0,0,0
28-Jan-09,613,7218063052,8,8,8,54.32,6.79,6.79,0,0,0
28-Jan-09,613,7218063979,5,5,5,33.95,6.79,6.79,0,0,0
28-Jan-09,613,7218063983,4,4,4,27.16,6.79,6.79,0,0,0
28-Jan-09,613,7797502248,5,4,4,11.95,2.39,2.39,0,0,0
28-Jan-09,613,7797508004,3,3,3,7.5,2.5,2.89,0,0,1
28-Jan-09,613,7797508006,12,12,12,30.36,2.53,2.53,0,0,0
28-Jan-09,613,31254742725,1,1,1,4.59,4.59,4.59,0,0,0
28-Jan-09,613,31254742735,3,3,3,15.57,5.19,5.19,0,0,0
28-Jan-09,613,31254742835,4,3,3,20.76,5.19,5.19,0,0,0
28-Jan-09,623,1111009477,32,29,28,31.36,0.98,1.16,0,0,1
28-Jan-09,623,1111009497,33,31,31,32.34,0.98,1.18,0,0,1
28-Jan-09,623,1111009507,30,25,25,29.4,0.98,1.17,0,0,1
28-Jan-09,623,1111038078,7,5,5,6.72,0.96,2.59,0,0,1
28-Jan-09,623,1111038080,8,8,8,7.84,0.98,2.56,0,0,1
28-Jan-09,623,1111085319,13,12,12,24.57,1.89,1.89,0,0,0
28-Jan-09,623,1111085345,16,13,13,29.44,1.84,1.84,0,0,0
28-Jan-09,623,1111085350,34,29,27,67.66,1.99,2.34,0,0,1
28-Jan-09,623,1111087395,5,5,5,16,3.2,3.2,0,0,0
28-Jan-09,623,1111087396,5,4,4,16.7,3.34,3.34,0,0,0
28-Jan-09,623,1111087398,6,6,6,19.68,3.28,3.28,0,0,0
28-Jan-09,623,1600027527,41,40,40,130.79,3.19,3.19,0,0,0
28-Jan-09,623,1600027528,20,20,19,83,4.15,4.15,0,0,0
28-Jan-09,623,1600027564,39,39,39,122.46,3.14,3.14,0,0,0
28-Jan-09,623,2840002333,5,4,4,12.45,2.49,2.49,0,0,0
28-Jan-09,623,2840004768,7,7,7,17.43,2.49,2.49,0,0,0
28-Jan-09,623,2840004770,10,10,10,24.9,2.49,2.49,0,0,0
28-Jan-09,623,3000006340,6,8,7,16.26,2.71,2.71,0,0,0
28-Jan-09,623,3000006560,26,26,26,67.34,2.59,2.59,0,0,0
28-Jan-09,623,3000006610,15,15,15,38.85,2.59,2.59,0,0,0
28-Jan-09,623,3700019521,8,8,8,20,2.5,2.5,0,0,0
28-Jan-09,623,3700031613,7,7,7,28.21,4.03,6.59,0,1,0
28-Jan-09,623,3700044982,7,5,5,31.5,4.5,4.5,0,1,0
28-Jan-09,623,3800031829,29,26,26,83.52,2.88,2.88,0,0,0
28-Jan-09,623,3800031838,33,33,33,95.37,2.89,2.89,0,0,0
28-Jan-09,623,3800039118,21,21,21,62.58,2.98,2.98,0,0,0
28-Jan-09,623,4116709448,1,1,1,4.99,4.99,4.99,0,0,0
28-Jan-09,623,4116709565,2,2,2,9.98,4.99,4.99,0,0,0
28-Jan-09,623,7192100336,12,12,12,75.48,6.29,6.29,0,0,0
28-Jan-09,623,7192100337,19,19,19,119.13,6.27,6.27,0,0,0
28-Jan-09,623,7192100339,15,14,14,94.35,6.29,6.29,0,0,0
28-Jan-09,623,7218063052,6,6,6,40.74,6.79,6.79,0,0,0
28-Jan-09,623,7218063979,7,7,6,48.02,6.86,6.86,0,0,0
28-Jan-09,623,7218063983,4,3,3,27.16,6.79,6.79,0,0,0
28-Jan-09,623,7797502248,4,3,3,9.56,2.39,2.39,0,0,0
28-Jan-09,623,7797508004,6,6,6,15,2.5,2.5,0,0,0
28-Jan-09,623,7797508006,9,8,8,22.5,2.5,2.89,0,0,1
28-Jan-09,623,31254742725,4,4,4,18.36,4.59,4.59,0,0,0
28-Jan-09,623,31254742735,1,1,1,5.19,5.19,5.19,0,0,0
28-Jan-09,623,31254742835,4,3,3,20.76,5.19,5.19,0,0,0
28-Jan-09,2277,1111009477,153,128,122,211.14,1.38,1.24,0,1,0
28-Jan-09,2277,1111009497,183,167,163,252.54,1.38,1.24,0,1,0
28-Jan-09,2277,1111009507,47,44,43,65.33,1.39,1.39,0,0,0
28-Jan-09,2277,1111035398,5,5,5,17.15,3.43,4.49,0,0,1
28-Jan-09,2277,1111038078,42,33,33,41.58,0.99,4.51,0,1,0
28-Jan-09,2277,1111038080,33,31,31,32.67,0.99,2.59,0,1,0
28-Jan-09,2277,1111085319,52,45,45,98.28,1.89,1.89,0,0,0
28-Jan-09,2277,1111085345,88,75,75,165.44,1.88,1.88,0,0,0
28-Jan-09,2277,1111085350,174,140,137,344.52,1.98,1.98,0,0,0
28-Jan-09,2277,1111087395,26,22,22,84.5,3.25,3.92,1,0,0
28-Jan-09,2277,1111087396,24,21,21,78.96,3.29,4,1,0,0
28-Jan-09,2277,1111087398,37,26,26,117.29,3.17,3.92,1,0,0
28-Jan-09,2277,1600027527,118,111,111,376.42,3.19,3.19,0,0,0
28-Jan-09,2277,1600027528,66,64,63,302.28,4.58,4.58,0,0,0
28-Jan-09,2277,1600027564,113,103,99,359.34,3.18,3.18,0,0,0
28-Jan-09,2277,2840002333,23,19,19,57.5,2.5,2.89,0,0,1
28-Jan-09,2277,2840004768,38,34,33,95.38,2.51,2.89,0,0,1
28-Jan-09,2277,2840004770,20,20,20,50,2.5,2.89,0,0,1
28-Jan-09,2277,3000006340,45,39,39,133.65,2.97,2.97,0,0,0
28-Jan-09,2277,3000006560,53,52,51,137.27,2.59,2.59,0,0,0
28-Jan-09,2277,3000006610,44,40,40,113.96,2.59,2.59,0,0,0
28-Jan-09,2277,3700019521,32,27,27,80,2.5,3.49,0,0,1
28-Jan-09,2277,3700031613,15,14,14,70.35,4.69,4.69,0,0,0
28-Jan-09,2277,3700044982,8,8,8,40,5,5,0,0,0
28-Jan-09,2277,3800031829,86,72,72,291.54,3.39,3.39,0,0,0
28-Jan-09,2277,3800031838,47,46,46,140.53,2.99,2.99,0,0,0
28-Jan-09,2277,3800039118,33,33,33,111.87,3.39,3.39,0,0,0
28-Jan-09,2277,4116709428,14,13,13,55.86,3.99,4.59,0,0,1
28-Jan-09,2277,4116709448,12,13,13,47.88,3.99,4.59,0,0,1
28-Jan-09,2277,4116709565,11,11,11,38.39,3.49,4.99,0,0,1
28-Jan-09,2277,7027312504,53,36,35,98.58,1.86,1.86,0,0,0
28-Jan-09,2277,7027316204,86,54,54,154.8,1.8,1.8,0,0,0
28-Jan-09,2277,7027316404,76,52,48,118.56,1.56,1.56,0,0,0
28-Jan-09,2277,7110410455,10,8,8,25,2.5,2.79,0,0,1
28-Jan-09,2277,7110410470,5,4,4,12.5,2.5,2.79,0,0,1
28-Jan-09,2277,7110410471,3,3,3,7.5,2.5,2.79,0,0,1
28-Jan-09,2277,7192100336,9,9,9,55.98,6.22,6.22,0,0,0
28-Jan-09,2277,7192100337,26,26,25,163.02,6.27,6.27,0,0,0
28-Jan-09,2277,7192100339,33,28,27,207.57,6.29,6.29,0,0,0
28-Jan-09,2277,7218063052,8,8,8,51.68,6.46,6.46,0,0,0
28-Jan-09,2277,7218063979,13,13,12,83.98,6.46,6.46,0,0,0
28-Jan-09,2277,7218063983,4,4,4,25.84,6.46,6.46,0,0,0
28-Jan-09,2277,7797502248,22,20,18,54.78,2.49,2.49,0,0,0
28-Jan-09,2277,7797508004,80,69,68,200,2.5,2.89,0,1,0
28-Jan-09,2277,7797508006,34,34,34,85,2.5,2.89,0,1,0
28-Jan-09,2277,31254742725,9,9,8,35.91,3.99,3.99,0,0,0
28-Jan-09,2277,31254742735,14,13,13,69.86,4.99,4.99,0,0,0
28-Jan-09,2277,31254742835,10,9,9,49.9,4.99,4.99,0,0,0
28-Jan-09,2279,1111009477,55,50,49,75.9,1.38,1.38,0,0,0
28-Jan-09,2279,1111009497,67,61,61,93.13,1.39,1.39,0,0,0
28-Jan-09,2279,1111009507,13,13,13,17.81,1.37,1.37,0,0,0
28-Jan-09,2279,1111035398,1,1,1,3.15,3.15,4.49,0,0,1
28-Jan-09,2279,1111038078,15,10,10,14.85,0.99,2.5,0,0,1
28-Jan-09,2279,1111038080,20,11,11,20,1,2.59,0,0,1
28-Jan-09,2279,1111085319,24,23,23,45.12,1.88,1.88,0,0,0
28-Jan-09,2279,1111085345,24,20,20,44.88,1.87,1.87,0,0,0
28-Jan-09,2279,1111085350,54,46,45,106.92,1.98,1.98,0,0,0
28-Jan-09,2279,1111087395,28,22,22,92.4,3.3,3.94,1,0,0
28-Jan-09,2279,1111087396,25,20,20,83,3.32,4,1,1,0
28-Jan-09,2279,1111087398,54,42,42,181.98,3.37,3.93,1,1,0
28-Jan-09,2279,1600027527,34,31,31,108.46,3.19,3.19,0,0,0
28-Jan-09,2279,1600027528,15,15,15,68.85,4.59,4.59,0,0,0
28-Jan-09,2279,1600027564,34,34,33,108.46,3.19,3.19,0,0,0
28-Jan-09,2279,2840002333,6,6,6,15.42,2.57,2.89,0,0,1
28-Jan-09,2279,2840004768,16,15,15,40.32,2.52,2.89,0,0,1
28-Jan-09,2279,2840004770,9,9,9,22.5,2.5,2.89,0,0,1
28-Jan-09,2279,3000006340,15,14,13,44.55,2.97,2.97,0,0,0
28-Jan-09,2279,3000006560,27,23,23,69.93,2.59,2.59,0,0,0
28-Jan-09,2279,3000006610,17,15,15,44.03,2.59,2.59,0,0,0
28-Jan-09,2279,3700019521,12,7,7,30,2.5,3.49,0,0,1
28-Jan-09,2279,3700031613,2,2,2,9.38,4.69,4.69,0,0,0
28-Jan-09,2279,3700044982,1,1,1,5,5,5,0,0,0
28-Jan-09,2279,3800031829,32,30,25,108.48,3.39,3.39,0,0,0
28-Jan-09,2279,3800031838,24,24,24,71.76,2.99,2.99,0,0,0
28-Jan-09,2279,3800039118,9,9,9,30.51,3.39,3.39,0,0,0
28-Jan-09,2279,4116709448,2,2,2,7.98,3.99,4.59,0,0,1
28-Jan-09,2279,4116709565,4,4,4,13.96,3.49,4.99,0,0,1
28-Jan-09,2279,7027312504,11,5,5,19.69,1.79,2.19,0,0,1
28-Jan-09,2279,7027316204,26,14,14,46.02,1.77,1.97,0,0,1
28-Jan-09,2279,7027316404,10,7,7,9.9,0.99,2.26,0,0,1
28-Jan-09,2279,7110410455,3,3,3,7.5,2.5,2.79,0,0,1
28-Jan-09,2279,7110410470,2,2,2,5,2.5,2.79,0,0,1
28-Jan-09,2279,7110410471,1,1,1,2.5,2.5,2.79,0,0,1
28-Jan-09,2279,7192100336,11,9,9,69.19,6.29,6.29,0,0,0
28-Jan-09,2279,7192100337,11,11,11,69.19,6.29,6.29,0,0,0
28-Jan-09,2279,7192100339,16,14,12,100.32,6.27,6.27,0,0,0
28-Jan-09,2279,7218063052,3,3,3,19.38,6.46,6.46,0,0,0
28-Jan-09,2279,7797502248,11,10,10,27.39,2.49,2.49,0,0,0
28-Jan-09,2279,7797508004,23,18,16,57.5,2.5,2.89,0,0,1
28-Jan-09,2279,7797508006,16,16,16,40.32,2.52,2.89,0,1,0
28-Jan-09,2279,31254742725,1,1,1,3.99,3.99,3.99,0,0,0
28-Jan-09,2279,31254742735,8,8,8,39.92,4.99,4.99,0,0,0
28-Jan-09,2279,31254742835,2,2,2,9.98,4.99,4.99,0,0,0
28-Jan-09,2281,1111009477,73,65,63,100.01,1.37,1.37,0,0,0
28-Jan-09,2281,1111009497,58,53,52,80.04,1.38,1.38,0,0,0
28-Jan-09,2281,1111009507,32,27,26,43.84,1.37,1.37,0,0,0
28-Jan-09,2281,1111035398,4,4,4,14,3.5,4.49,0,0,1
28-Jan-09,2281,1111038078,53,39,39,53,1,2.59,0,1,0
28-Jan-09,2281,1111038080,39,28,28,38.61,0.99,2.55,0,0,1
28-Jan-09,2281,1111085319,38,35,33,71.82,1.89,1.89,0,0,0
28-Jan-09,2281,1111085345,59,49,48,110.92,1.88,1.88,0,0,0
28-Jan-09,2281,1111085350,83,71,70,163.51,1.97,1.97,0,0,0
28-Jan-09,2281,1111087395,11,6,6,36.63,3.33,3.94,1,0,0
28-Jan-09,2281,1111087396,15,10,10,49.65,3.31,3.87,1,0,0
28-Jan-09,2281,1111087398,15,14,14,49.35,3.29,3.85,1,0,0
28-Jan-09,2281,1600027527,67,62,60,213.73,3.19,3.19,0,0,0
28-Jan-09,2281,1600027528,41,39,39,188.19,4.59,4.59,0,0,0
28-Jan-09,2281,1600027564,81,75,74,258.39,3.19,3.19,0,0,0
28-Jan-09,2281,2840002333,28,25,24,70,2.5,2.89,0,0,1
28-Jan-09,2281,2840004768,24,22,22,60,2.5,2.89,0,0,1
28-Jan-09,2281,2840004770,17,16,16,42.5,2.5,2.89,0,0,1
28-Jan-09,2281,3000006340,35,32,31,95.9,2.74,2.74,0,0,0
28-Jan-09,2281,3000006560,44,42,42,113.96,2.59,2.59,0,0,0
28-Jan-09,2281,3000006610,28,25,24,72.52,2.59,2.59,0,0,0
28-Jan-09,2281,3700019521,37,25,25,92.5,2.5,3.49,0,1,0
28-Jan-09,2281,3700031613,8,7,7,37.52,4.69,4.69,0,0,0
28-Jan-09,2281,3700044982,13,13,13,65.52,5.04,5.49,0,1,0
28-Jan-09,2281,3800031829,68,61,61,216.92,3.19,3.19,0,0,0
28-Jan-09,2281,3800031838,62,60,59,185.38,2.99,2.99,0,0,0
28-Jan-09,2281,3800039118,21,21,21,68.46,3.26,3.26,0,0,0
28-Jan-09,2281,4116709428,7,6,6,28.56,4.08,4.59,0,0,1
28-Jan-09,2281,4116709448,4,4,4,15.96,3.99,4.59,0,0,1
28-Jan-09,2281,4116709565,7,7,7,24.43,3.49,4.99,0,0,1
28-Jan-09,2281,7027312504,51,29,29,85.68,1.68,2.16,0,0,1
28-Jan-09,2281,7027316204,66,43,42,111.54,1.69,1.69,0,0,0
28-Jan-09,2281,7027316404,61,47,46,111.63,1.83,1.83,0,0,0
28-Jan-09,2281,7110410455,5,5,5,12.5,2.5,2.79,0,0,1
28-Jan-09,2281,7110410470,4,4,4,10.28,2.57,2.57,0,0,0
28-Jan-09,2281,7110410471,3,3,3,7.5,2.5,2.79,0,0,1
28-Jan-09,2281,7192100336,1,1,1,6.29,6.29,6.29,0,0,0
28-Jan-09,2281,7192100337,11,11,11,70.4,6.4,6.29,0,1,0
28-Jan-09,2281,7192100339,21,20,20,132.09,6.29,6.29,0,1,0
28-Jan-09,2281,7218063052,6,5,5,38.76,6.46,6.46,0,0,0
28-Jan-09,2281,7218063979,7,6,6,45.22,6.46,6.46,0,0,0
28-Jan-09,2281,7218063983,6,6,6,38.76,6.46,6.46,0,0,0
28-Jan-09,2281,7797502248,18,14,14,44.82,2.49,2.49,0,0,0
28-Jan-09,2281,7797508004,33,28,28,82.5,2.5,2.89,0,0,1
28-Jan-09,2281,7797508006,15,15,15,37.5,2.5,2.89,0,0,1
28-Jan-09,2281,31254742725,2,2,2,7.98,3.99,3.99,0,0,0
28-Jan-09,2281,31254742735,8,7,7,39.92,4.99,4.99,0,0,0
28-Jan-09,2281,31254742835,7,7,7,34.93,4.99,4.99,0,0,0
28-Jan-09,2495,1111009477,35,32,32,34.65,0.99,1.18,0,0,1
28-Jan-09,2495,1111009497,40,37,37,39.6,0.99,1.19,0,0,1
28-Jan-09,2495,1111009507,15,14,13,14.85,0.99,1.19,0,0,1
28-Jan-09,2495,1111035398,2,2,2,9.38,4.69,4.69,0,0,0
28-Jan-09,2495,1111038078,4,4,4,3.92,0.98,2.56,0,1,0
