WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY
21-Jan-09,623,7797508006,7,7,7,17.5,2.5,2.89,0,0,1
21-Jan-09,623,31254742725,6,6,6,27.54,4.59,4.59,0,1,0
21-Jan-09,623,31254742735,6,6,6,31.14,5.19,5.19,0,0,0
21-Jan-09,623,31254742835,3,3,3,15.57,5.19,5.19,0,0,0
21-Jan-09,2277,1111009477,140,119,115,193.2,1.38,1.24,0,1,0
21-Jan-09,2277,1111009497,193,174,169,266.34,1.38,1.24,0,1,0
21-Jan-09,2277,1111009507,33,32,32,45.87,1.39,1.39,0,0,0
21-Jan-09,2277,1111035398,4,4,4,14,3.5,4.49,0,0,1
21-Jan-09,2277,1111038078,80,53,52,80.8,1.01,4.51,1,1,0
21-Jan-09,2277,1111038080,85,68,67,83.3,0.98,2.59,1,1,0
21-Jan-09,2277,1111085319,38,33,32,71.82,1.89,1.89,0,0,0
21-Jan-09,2277,1111085345,58,51,49,109.04,1.88,1.88,0,0,0
21-Jan-09,2277,1111085350,157,126,123,310.86,1.98,1.98,0,0,0
21-Jan-09,2277,1111087395,31,21,21,102.3,3.3,3.92,0,0,1
21-Jan-09,2277,1111087396,25,18,18,83.25,3.33,4,0,0,1
21-Jan-09,2277,1111087398,42,34,34,140.28,3.34,3.92,0,0,1
21-Jan-09,2277,1600027527,97,94,91,309.43,3.19,3.19,0,0,0
21-Jan-09,2277,1600027528,79,73,73,362.61,4.59,4.59,0,0,0
21-Jan-09,2277,1600027564,97,86,86,258.02,2.66,3.09,0,0,1
21-Jan-09,2277,2840002333,20,20,20,57.8,2.89,2.89,0,0,0
21-Jan-09,2277,2840004768,39,39,38,112.71,2.89,2.89,0,0,0
21-Jan-09,2277,2840004770,14,14,14,40.46,2.89,2.89,0,0,0
21-Jan-09,2277,3000006340,36,33,33,106.92,2.97,2.97,0,0,0
21-Jan-09,2277,3000006560,38,35,35,98.42,2.59,2.59,0,0,0
21-Jan-09,2277,3000006610,40,36,36,103.6,2.59,2.59,0,0,0
21-Jan-09,2277,3700019521,35,30,30,87.5,2.5,3.49,0,1,0
21-Jan-09,2277,3700031613,2,2,2,9.38,4.69,4.69,0,0,0
21-Jan-09,2277,3700044982,4,4,4,20,5,5,0,0,0
21-Jan-09,2277,3800031829,82,78,77,277.98,3.39,3.39,0,0,0
21-Jan-09,2277,3800031838,45,45,45,131.4,2.92,2.92,0,0,0
21-Jan-09,2277,3800039118,57,51,51,152.19,2.67,3.32,1,0,0
21-Jan-09,2277,4116709428,6,5,5,23.94,3.99,4.59,0,0,1
21-Jan-09,2277,4116709448,10,10,10,39.9,3.99,4.59,0,0,1
21-Jan-09,2277,4116709565,15,15,15,52.35,3.49,4.99,0,0,1
21-Jan-09,2277,7027312504,28,18,18,46.2,1.65,1.65,0,0,0
21-Jan-09,2277,7027316204,94,60,60,167.32,1.78,1.78,0,0,0
21-Jan-09,2277,7027316404,56,42,42,92.4,1.65,1.65,0,0,0
21-Jan-09,2277,7110410455,9,7,7,22.5,2.5,2.79,0,0,1
21-Jan-09,2277,7110410470,7,7,7,17.5,2.5,2.79,0,0,1
21-Jan-09,2277,7110410471,2,2,2,5,2.5,2.79,0,0,1
21-Jan-09,2277,7192100336,14,14,14,83.86,5.99,6.29,1,1,0
21-Jan-09,2277,7192100337,21,20,20,125.79,5.99,6.29,1,0,0
21-Jan-09,2277,7192100339,53,44,44,319.06,6.02,6.29,1,1,0
21-Jan-09,2277,7218063052,16,14,14,103.36,6.46,6.46,0,0,0
21-Jan-09,2277,7218063979,13,11,11,83.98,6.46,6.46,0,0,0
21-Jan-09,2277,7218063983,13,9,9,83.98,6.46,6.46,0,0,0
21-Jan-09,2277,7797502248,34,29,29,84.66,2.49,2.49,0,0,0
21-Jan-09,2277,7797508004,72,66,66,180,2.5,2.89,0,1,0
21-Jan-09,2277,7797508006,42,39,38,105.84,2.52,2.89,0,1,0
21-Jan-09,2277,31254742725,8,8,8,31.92,3.99,3.99,0,0,0
21-Jan-09,2277,31254742735,15,15,15,74.85,4.99,4.99,0,0,0
21-Jan-09,2277,31254742835,7,6,6,34.93,4.99,4.99,0,0,0
21-Jan-09,2279,1111009477,69,57,53,95.22,1.38,1.38,0,0,0
21-Jan-09,2279,1111009497,58,50,48,80.04,1.38,1.38,0,0,0
21-Jan-09,2279,1111009507,16,15,14,22.08,1.38,1.38,0,0,0
21-Jan-09,2279,1111035398,3,3,3,10.5,3.5,4.49,0,0,1
21-Jan-09,2279,1111038078,19,16,15,20.33,1.07,2.5,1,0,0
21-Jan-09,2279,1111038080,19,15,14,18.81,0.99,2.59,1,0,0
21-Jan-09,2279,1111085319,6,6,6,11.04,1.84,1.84,0,0,0
21-Jan-09,2279,1111085345,21,18,18,39.69,1.89,1.89,0,0,0
21-Jan-09,2279,1111085350,66,51,51,132,2,2,0,0,0
21-Jan-09,2279,1111087395,37,30,30,123.58,3.34,3.94,0,1,0
21-Jan-09,2279,1111087396,25,21,20,82.5,3.3,4,0,1,0
21-Jan-09,2279,1111087398,39,33,32,129.87,3.33,3.93,0,1,0
21-Jan-09,2279,1600027527,29,27,27,92.51,3.19,3.19,0,0,0
21-Jan-09,2279,1600027528,15,13,11,68.85,4.59,4.59,0,0,0
21-Jan-09,2279,1600027564,66,62,61,177.54,2.69,2.69,0,0,0
21-Jan-09,2279,2840002333,7,7,7,20.23,2.89,2.89,0,0,0
21-Jan-09,2279,2840004768,18,16,16,52.02,2.89,2.89,0,0,0
21-Jan-09,2279,2840004770,11,11,11,31.79,2.89,2.89,0,0,0
21-Jan-09,2279,3000006340,9,9,8,26.73,2.97,2.97,0,0,0
21-Jan-09,2279,3000006560,20,18,18,51.8,2.59,2.59,0,0,0
21-Jan-09,2279,3000006610,16,15,15,41.44,2.59,2.59,0,0,0
21-Jan-09,2279,3700019521,10,9,9,25,2.5,3.49,0,0,1
21-Jan-09,2279,3700031613,4,4,4,18.76,4.69,4.69,0,0,0
21-Jan-09,2279,3700044982,1,1,1,5,5,5,0,0,0
21-Jan-09,2279,3800031829,21,20,20,71.19,3.39,3.39,0,0,0
21-Jan-09,2279,3800031838,24,24,23,71.76,2.99,2.99,0,0,0
21-Jan-09,2279,3800039118,45,40,39,120.15,2.67,3.32,1,1,0
21-Jan-09,2279,4116709428,2,2,2,7.98,3.99,4.59,0,0,1
21-Jan-09,2279,4116709448,5,5,5,19.95,3.99,4.59,0,0,1
21-Jan-09,2279,4116709565,2,2,2,6.98,3.49,4.99,0,0,1
21-Jan-09,2279,7027312504,9,6,6,19.71,2.19,2.19,0,0,0
21-Jan-09,2279,7027316204,15,12,12,29.55,1.97,1.97,0,0,0
21-Jan-09,2279,7027316404,35,20,20,52.5,1.5,2.26,0,0,1
21-Jan-09,2279,7192100336,19,18,18,113.81,5.99,6.29,1,1,0
21-Jan-09,2279,7192100337,25,23,22,149.75,5.99,6.29,1,0,0
21-Jan-09,2279,7192100339,29,26,26,173.71,5.99,6.29,1,1,0
21-Jan-09,2279,7218063052,5,5,5,32.3,6.46,6.46,0,0,0
21-Jan-09,2279,7797502248,5,5,5,12.45,2.49,2.49,0,0,0
21-Jan-09,2279,7797508004,26,19,17,65,2.5,2.89,0,0,1
21-Jan-09,2279,7797508006,8,8,8,20,2.5,2.89,0,1,0
21-Jan-09,2279,31254742725,1,1,1,3.99,3.99,3.99,0,0,0
21-Jan-09,2279,31254742735,1,1,1,4.99,4.99,4.99,0,0,0
21-Jan-09,2279,31254742835,2,2,2,9.98,4.99,4.99,0,0,0
21-Jan-09,2281,1111009477,65,57,57,89.7,1.38,1.38,0,0,0
21-Jan-09,2281,1111009497,64,54,54,88.32,1.38,1.38,0,0,0
21-Jan-09,2281,1111009507,30,28,28,40.8,1.36,1.36,0,0,0
21-Jan-09,2281,1111035398,5,5,5,17.15,3.43,4.49,0,0,1
21-Jan-09,2281,1111038078,81,57,57,85.05,1.05,2.59,1,1,0
21-Jan-09,2281,1111038080,83,56,56,82.17,0.99,2.55,1,1,0
21-Jan-09,2281,1111085319,32,30,30,60.16,1.88,1.88,0,0,0
21-Jan-09,2281,1111085345,49,42,40,92.61,1.89,1.89,0,0,0
21-Jan-09,2281,1111085350,133,101,99,263.34,1.98,1.98,0,0,0
21-Jan-09,2281,1111087395,21,14,14,69.3,3.3,3.94,0,0,1
21-Jan-09,2281,1111087396,12,10,10,39.72,3.31,3.87,0,0,1
21-Jan-09,2281,1111087398,15,11,10,49.05,3.27,3.85,0,0,1
21-Jan-09,2281,1600027527,50,48,48,159.5,3.19,3.19,0,0,0
21-Jan-09,2281,1600027528,36,34,32,165.24,4.59,4.59,0,0,0
21-Jan-09,2281,1600027564,70,65,65,182,2.6,2.6,0,0,0
21-Jan-09,2281,2840002333,21,17,16,60.69,2.89,2.89,0,0,0
21-Jan-09,2281,2840004768,23,23,23,66.47,2.89,2.89,0,0,0
21-Jan-09,2281,2840004770,6,6,6,17.34,2.89,2.89,0,0,0
21-Jan-09,2281,3000006340,35,33,32,95.9,2.74,2.74,0,0,0
21-Jan-09,2281,3000006560,46,44,44,119.14,2.59,2.59,0,0,0
21-Jan-09,2281,3000006610,44,41,40,113.52,2.58,2.58,0,0,0
21-Jan-09,2281,3700019521,40,31,31,100,2.5,3.49,0,1,0
21-Jan-09,2281,3700031613,9,8,8,42.21,4.69,4.69,0,0,0
21-Jan-09,2281,3700044982,10,10,10,50,5,5.49,0,1,0
21-Jan-09,2281,3800031829,58,56,54,185.02,3.19,3.19,0,0,0
21-Jan-09,2281,3800031838,53,51,51,158.47,2.99,2.99,0,0,0
21-Jan-09,2281,3800039118,54,45,44,144.18,2.67,3.32,1,0,0
21-Jan-09,2281,4116709428,11,11,10,43.89,3.99,4.59,0,0,1
21-Jan-09,2281,4116709448,3,3,3,11.97,3.99,4.59,0,0,1
21-Jan-09,2281,4116709565,7,7,7,24.43,3.49,4.99,0,0,1
21-Jan-09,2281,7027312504,29,18,18,62.64,2.16,2.16,0,0,0
21-Jan-09,2281,7027316204,65,43,42,108.55,1.67,1.67,0,0,0
21-Jan-09,2281,7027316404,71,48,48,118.57,1.67,1.67,0,0,0
21-Jan-09,2281,7110410455,5,4,3,12.5,2.5,2.79,0,0,1
21-Jan-09,2281,7110410470,4,4,4,10,2.5,2.79,0,0,1
21-Jan-09,2281,7110410471,2,2,2,5,2.5,2.79,0,0,1
21-Jan-09,2281,7192100336,18,18,17,107.82,5.99,6.29,1,1,0
21-Jan-09,2281,7192100337,30,29,28,181.2,6.04,6.29,1,1,0
21-Jan-09,2281,7192100339,49,43,43,293.51,5.99,6.29,1,1,0
21-Jan-09,2281,7218063052,9,9,9,58.14,6.46,6.46,0,0,0
21-Jan-09,2281,7218063979,7,6,6,45.64,6.52,6.52,0,0,0
21-Jan-09,2281,7218063983,2,2,2,12.92,6.46,6.46,0,0,0
21-Jan-09,2281,7797502248,12,11,11,29.88,2.49,2.49,0,0,0
21-Jan-09,2281,7797508004,45,38,38,112.5,2.5,2.89,0,0,1
21-Jan-09,2281,7797508006,14,14,14,35,2.5,2.89,0,0,1
21-Jan-09,2281,31254742725,4,4,4,15.96,3.99,3.99,0,0,0
21-Jan-09,2281,31254742735,11,11,11,54.89,4.99,4.99,0,0,0
21-Jan-09,2281,31254742835,9,9,9,44.91,4.99,4.99,0,0,0
21-Jan-09,2495,1111009477,51,47,47,49.98,0.98,1.18,1,0,0
21-Jan-09,2495,1111009497,64,59,59,63.36,0.99,1.19,1,0,0
21-Jan-09,2495,1111009507,33,27,26,32.67,0.99,1.19,1,0,0
21-Jan-09,2495,1111035398,1,1,1,4.22,4.22,4.22,0,0,0
21-Jan-09,2495,1111038078,15,8,8,14.7,0.98,2.56,1,1,0
21-Jan-09,2495,1111038080,12,6,6,11.16,0.93,2.5,1,1,0
